ATC4,INN,sales_2022,sales_2023,peer_share_2023,peer_share_2022
A12C X Other mineral products,UNKNOWN_SKU_421651,0.0,0.0,0.0,0.0
A12C X Other mineral products,UNKNOWN_SKU_421652,952.51,19.65,4.383878259812274e-05,0.0019318245289774493
A12C X Other mineral products,UNKNOWN_SKU_421653,302.34,10.17,2.2689079848494064e-05,0.0006131881325036399
A12C X Other mineral products,UNKNOWN_SKU_421654,9.3,1.3199999999999998,2.9448953195685506e-06,1.886171076365632e-05
A12C X Other mineral products,UNKNOWN_SKU_421655,0.0,0.0,0.0,0.0
A12C X Other mineral products,UNKNOWN_SKU_8788,2871.7099999999996,5561.620000000001,0.01240787023274155,0.005824232625494567
A13A TONICS,ARALIA MANDSHURICA RUPP. ET MAXIM*&,3040.49,3117.47,0.0036908837419866642,0.0032864816388893103
A13A TONICS,ELEUTHEROCOCCUS SENTICOSUS*&,358919.44,328912.52999999997,0.3894112564075038,0.38795791119208867
A13A TONICS,PANAX SHIN-SENG NEES/QUINQUEAFOLIUM/REPENS*&,107421.7,104760.74,0.12402997047750004,0.11611268074168173
A13A TONICS,RHODIOLA ROSEA*&,24448.359999999997,31002.019999999997,0.036704395418960055,0.026426360961869916
A13A TONICS,UNKNOWN_SKU_112637,4172.530000000001,4872.169999999999,0.005768335554534659,0.004510109631248522
A13A TONICS,UNKNOWN_SKU_187674,0.0,0.0,0.0,0.0
A13A TONICS,UNKNOWN_SKU_187675,226640.03999999998,150521.57,0.178207846597179,0.2449764117287473
A13A TONICS,UNKNOWN_SKU_22107,28363.66,29024.07,0.034362629981774605,0.030658429332673084
A13A TONICS,UNKNOWN_SKU_22110,135338.29,162611.53,0.19252158074867656,0.14628786975904437
A13A TONICS,UNKNOWN_SKU_392696,31994.100000000002,27120.370000000003,0.032108771763533536,0.03458259103065246
A13A TONICS,UNKNOWN_SKU_407977,49.23,79.87,9.456093706514414e-05,5.321296602933105e-05
A13A TONICS,UNKNOWN_SKU_50493,0.0,0.0,0.0,0.0
A13A TONICS,UNKNOWN_SKU_95895,604.05,21.06,2.493368391876719e-05,0.0006529208232788425
A13A TONICS,VITAMIN C+ALOE ARBORESCENS MILL.+ARONIA MELANOCARPA,4158.57,2597.13,0.0030748346873669436,0.0044950201937963685
A14A B Estren derivatives,NANDROLONUM,443.6000000000001,8.42,1.0,1.0
A14B OTHER ANABOLIC AGENTS,ACIDUM OROTICUM,85545.76000000001,94228.11,0.19053488702488217,0.2049746052509789
A14B OTHER ANABOLIC AGENTS,METHYLURACILUM*,331802.33,400317.06999999995,0.8094651129751179,0.7950253947490212
A15 APPETITE STIMULANTS,ACORUS CALAMUS*&,63865.47,63151.81999999999,0.1479295184296245,0.16857303821518563
A15 APPETITE STIMULANTS,ARTEMISIA ABSINTHIUM*&,228055.53,295683.01,0.6926205021030567,0.6019530361848807
A15 APPETITE STIMULANTS,CARNITINUM+LYSINUM,45095.26,24117.969999999994,0.05649496226078886,0.11902903066874372
A15 APPETITE STIMULANTS,CENTAURIUM VULGARE RAF./PULCHELLUM (SWARTZ) DRUCE*&,12722.259999999998,14177.73,0.03321051984448335,0.033580431196443515
A15 APPETITE STIMULANTS,PLANTAGO (SEMENI PSYLLIUM),26766.559999999998,29771.320000000003,0.06973761058056997,0.07065038966704636
A15 APPETITE STIMULANTS,UNKNOWN_SKU_462672,2354.2599999999998,2.9400000000000004,6.886781476497371e-06,0.006214074067700166
A16A A Amino acids and derivates,ACIDUM GLUTAMICUM,40636.29,40168.04,0.044944814931841395,0.057398286290032116
A16A A Amino acids and derivates,ADEMETIONINUM,446418.07000000007,577930.6399999999,0.6466580310675016,0.6305603239592886
A16A A Amino acids and derivates,CITRULLINUM*,18624.05,22790.27,0.025500484150999078,0.026306253690478943
A16A A Amino acids and derivates,LEVOCARNITINUM,169726.90000000002,217640.74,0.2435225313689443,0.23973726925660913
A16A A Amino acids and derivates,UNKNOWN_SKU_366062,4479.12,3888.59,0.004351020311068429,0.006326704826828646
A16A A Amino acids and derivates,UNKNOWN_SKU_366063,5202.330000000001,5893.389999999999,0.006594230708572405,0.007348230527816954
A16A A Amino acids and derivates,UNKNOWN_SKU_402052,11249.13,12565.210000000001,0.014059462150249872,0.0158892650941754
A16A A Amino acids and derivates,UNKNOWN_SKU_402053,11634.55,12842.23,0.01436942531082277,0.016433666354770407
A16A A Amino acids and derivates,UNKNOWN_SKU_402054,0.0,0.0,0.0,0.0
A16A X Various alimentary tract and metabolism products,ACHILLEA MILLEFOLIUM+CALENDULA+HYPERICUM PERFORATUM+MATRICARIA CHAMOMILLA+MENTHA PIPERITA,0.0,0.0,0.0,0.0
A16A X Various alimentary tract and metabolism products,ACIDUM THIOCTICUM*,466528.18999999994,547111.4999999999,0.12525187351035447,0.11176157153348303
A16A X Various alimentary tract and metabolism products,ACORUS CALAMUS+ANETHUM GRAVEOLENS+GLYCYRRHIZA GLABRA/URALENSIS+MATRICARIA CHAMOMILLA+MENTHA PIPERITA,10365.52,8111.639999999999,0.0018570220279440879,0.0024831657117263357
A16A X Various alimentary tract and metabolism products,ACORUS CALAMUS+FRANGULA ALNUS+MENTHA PIPERITA+URTICA DIOICA+VALERIANA,14557.660000000003,13825.039999999999,0.0031650077933942002,0.0034874354740495423
A16A X Various alimentary tract and metabolism products,ALNUS INCANA/GLUTINOSA*&,4797.81,5169.870000000001,0.0011835538154562214,0.0011493641692242869
A16A X Various alimentary tract and metabolism products,ALOE ARBORESCENS MILL.*&,151345.66999999998,199680.62,0.04571348209406887,0.03625639411840883
A16A X Various alimentary tract and metabolism products,ARGYREIA*&+MUCUNA PRURIENS*&+PRUNUS AVIUM*&+TRIBULUS TERRESTRIS*&,3455.81,2727.66,0.000624451369235071,0.000827874423882351
A16A X Various alimentary tract and metabolism products,ARONIA MELANOCARPA*&,1953.14,2189.22,0.0005011846881784394,0.00046789454636151154
A16A X Various alimentary tract and metabolism products,BIDENS TRIPARTITES+CALENDULA+EUCALYPTUS VIMINALIS+GLYCYRRHIZA GLABRA/URALENSIS+MATRICARIA CHAMOMILLA+SALVIA,103259.99999999999,117199.59999999999,0.026830855272945535,0.02473698293890334
A16A X Various alimentary tract and metabolism products,CASSIA ACUTIFOLIA/ANGUSTIFOLIA*&+RHEUM*+SULFUR*+CARBO ACTIVATUS MEDICINALIS*,0.0,0.0,0.0,0.0
A16A X Various alimentary tract and metabolism products,CHELIDONIUM MAJUS*&,59565.32,63129.990000000005,0.014452537594603557,0.014269478061110964
A16A X Various alimentary tract and metabolism products,DEXTROSUM*,21470.54,1155.29,0.00026448399813891216,0.005143486167625817
A16A X Various alimentary tract and metabolism products,HYPERICUM PERFORATUM/QUADRANGULUM*&+MATRICARIA CHAMOMILLA*&+HELICHRYSUM ARENARIUM*&,9518.09,8784.619999999999,0.0020110893539553275,0.0022801552386301233
A16A X Various alimentary tract and metabolism products,HYPPOPHAE RHAMNOIDES*&,370242.15,318223.48000000004,0.07285185389995426,0.08869527162321222
A16A X Various alimentary tract and metabolism products,LECITHIN*,11953.05,13011.689999999999,0.002978805143075852,0.0028634746650964423
A16A X Various alimentary tract and metabolism products,MATRICARIA CHAMOMILLA*&,1520600.0,1363229.7099999997,0.3120882584308266,0.36427519133155556
A16A X Various alimentary tract and metabolism products,POTENTILLA ALBA/ERECTA*,53357.03,60002.54,0.013736561103870025,0.012782219066245923
A16A X Various alimentary tract and metabolism products,ROSA L.*&,159815.13999999998,138452.49000000002,0.03169634300261212,0.03828534177375992
A16A X Various alimentary tract and metabolism products,ULINASTATINUM,4475.99,1907.4099999999999,0.0004366690812611053,0.0010722689159858802
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_100110,0.0,0.37,8.470520762007591e-08,0.0
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_103967,20392.530000000002,22879.21,0.005237806035765721,0.004885237911011763
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_111763,0.0,0.0,0.0,0.0
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_118657,0.31,2.14,4.899166062350336e-07,7.426365205365134e-08
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_118668,0.36,0.34,7.783721781304274e-08,8.624166044940155e-08
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_118686,0.28,0.42000000000000004,9.615185729846455e-08,6.707684701620121e-08
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_134976,1760.8700000000003,1640.78,0.0003756286771861301,0.0004218343128764937
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_134977,1554.2299999999998,1561.6399999999999,0.00035751092007517654,0.0003723315997785371
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_134978,1697.23,1688.38,0.00038652588767995616,0.0004065887037903828
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_134987,2260.39,2272.47,0.0005202433598929565,0.0005414994079533965
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_144091,653.9300000000001,784.6200000000001,0.00017962540541314586,0.0001566555806046588
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_156476,41062.55,39548.770000000004,0.009054018308023324,0.00983695137301826
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_156477,253366.75999999998,247865.91,0.056744684779700134,0.06069658356968059
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_156478,65065.25,65473.03,0.01498893675585259,0.015587042215431734
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_156492,37459.82,41158.72,0.00942258898101776,0.008973880769265837
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_17234,13277.370000000003,14637.03,0.0033508990948412963,0.0031807289866696412
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_177336,1.46,0.0,0.0,3.497578451559063e-07
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_177337,17.310000000000002,0.0,0.0,4.146786506608725e-06
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_18250,0.0,0.0,0.0,0.0
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_19508,422.88000000000005,846.6300000000001,0.00019382154034428345,0.00010130520380789704
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_22712,12309.67,13931.480000000001,0.0031893754212295546,0.002948906612178291
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_294525,23.23,15.36,3.516410781200989e-06,5.564982700665551e-06
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_30881,11468.23,13200.1,0.0030219384083939567,0.0027473311044878897
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_30883,17130.110000000004,18942.969999999998,0.004336670829164511,0.004103692028002495
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_31450,4671.83,5360.65,0.0012272296519690808,0.0011191843792703546
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_33849,5822.249999999999,6876.119999999999,0.001574170735731233,0.0013947791876431337
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_33850,3613.1800000000003,3931.88,0.0009001370587492542,0.0008655740075071354
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_427474,0.0,0.0,0.0,0.0
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_44819,0.0,0.0,0.0,0.0
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_451343,133.67,149.28,3.417511727979711e-05,3.202200764519862e-05
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_5146,0.0,0.0,0.0,0.0
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_5147,10.879999999999999,0.0,0.0,2.6064146269152467e-06
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_51972,8102.44,9481.44,0.002170614442533223,0.0019410218869212474
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_5471,6645.779999999999,6226.92,0.0014255474363070353,0.0015920641727261771
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_6017,0.0,0.0,0.0,0.0
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_65897,4602.07,4937.98,0.0011304665435777903,0.0011024726619566039
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_76573,53.269999999999996,0.0,0.0,1.2761370144832279e-05
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_78790,662338.16,959593.2699999998,0.21968255990858795,0.158669840826115
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_83097,24566.09,13574.069999999998,0.003107552479998496,0.005885056645415108
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_83098,5856.81,6380.23,0.0014606451535509105,0.0014030583870462765
A16A X Various alimentary tract and metabolism products,UNKNOWN_SKU_97032,714.3499999999999,1215.77,0.000278329865589891,0.00017112980595008332
B01A A Vitamin K antagonists,ACENOCOUMAROLUM,0.0,0.0,0.0,0.0
B01A A Vitamin K antagonists,PHENINDIONUM,16992.89,14557.090000000002,0.04262083394317806,0.042521803231402706
B01A A Vitamin K antagonists,WARFARINUM,382634.8,326991.6,0.9573791660568218,0.9574781967685972
B01A B Heparin group,ANTITHROMBINUM III,1.7,10.38,3.6311956225831825e-05,4.369989533875066e-06
B01A B Heparin group,BEMIPARINUM NATRICUM,46.559999999999995,10.72,3.750136519662015e-05,0.00011968630158660181
B01A B Heparin group,DALTEPARINUM NATRICUM,32.1,1.9700000000000002,6.8915755072147106e-06,8.251568472787625e-05
B01A B Heparin group,ENOXAPARINUM NATRII,302784.62,212789.74999999997,0.7443942280641326,0.7783327178931406
B01A B Heparin group,HEPARIN SODIUM,40306.68,25287.419999999995,0.08846201234144739,0.10361162926191263
B01A B Heparin group,NADROPARINUM CALCICUM,11115.38,8867.49,0.031020800454046378,0.028572996626496604
B01A B Heparin group,SULODEXIDUM,34729.909999999996,38888.53,0.13604225424344388,0.08927608424260175
B01A C Platelet aggregation inhibitors excl. heparin,ACIDUM ACETYLSALICYLICUM*,10664448.56,10188851.79,0.7343975943595904,0.7258906575156505
B01A C Platelet aggregation inhibitors excl. heparin,ACIDUM ACETYLSALICYLICUM*+CLOPIDOGRELUM,4770.45,4580.240000000001,0.00033013702691121104,0.0003247073740065501
B01A C Platelet aggregation inhibitors excl. heparin,CILOSTASOLUM,102784.4,128567.73000000001,0.009266974686680899,0.00699616443162361
B01A C Platelet aggregation inhibitors excl. heparin,CLOPIDOGRELUM,3742770.46,3352997.3899999997,0.24167916737455902,0.254756923891014
B01A C Platelet aggregation inhibitors excl. heparin,DIPYRIDAMOLUM,55743.439999999995,49520.47,0.0035693633383940184,0.0037942554728572116
B01A C Platelet aggregation inhibitors excl. heparin,EPTIFIBATIDUM,107.07000000000001,235.43,1.6969451436105186e-05,7.287869809951121e-06
B01A C Platelet aggregation inhibitors excl. heparin,ILOPROSTUM,513.09,705.94,5.088312681817991e-05,3.492419091050547e-05
B01A C Platelet aggregation inhibitors excl. heparin,PRASUGREL,8166.49,12858.350000000002,0.0009268111365307868,0.0005558636025428946
B01A C Platelet aggregation inhibitors excl. heparin,TICAGRELORUM,100933.09,123307.68,0.00888783794528649,0.006870152418381239
B01A C Platelet aggregation inhibitors excl. heparin,TICLOPIDINUM,590.25,687.1,4.9525167063449315e-05,4.017619459534556e-05
B01A C Platelet aggregation inhibitors excl. heparin,TRIFLUSALUM,10708.47,11442.189999999999,0.0008247363867293394,0.0007288870386080814
B01A D Enzymes,ALTEPLASUM,838.64,144.55,0.0012475878960411895,0.007464254769405491
B01A D Enzymes,STREPTODORNASUM+STREPTOKINASUM,111511.57,115719.03,0.9987524121039589,0.9925006775450662
B01A D Enzymes,STREPTOKINASUM,3.9400000000000004,0.0,0.0,3.506768552830492e-05
B01A D Enzymes,UROKINASUM,0.0,0.0,0.0,0.0
B01A E Direct thrombin inhibitors,DABIGATRANUM ETEXILATUM,138693.26,122200.21999999999,1.0,1.0
B01A F Direct factor Xa inhibitors,APIXABANUM,33418.6,82758.52,0.0611972918545717,0.03137028125020182
B01A F Direct factor Xa inhibitors,EDOXABANUM,90067.94,287556.05,0.21263854786670677,0.08454742596716507
B01A F Direct factor Xa inhibitors,RIVAROXABANUM,941808.3399999999,982008.67,0.7261641602787215,0.8840822927826328
B01A X Other antithrombotic agents,FONDAPARINUXUM NATRICUM,3787.0199999999995,1981.35,1.0,1.0
B02A A Amino acids,AMINOCAPRONIC ACID,207004.04,172968.75,0.3852979684401328,0.4273714642953286
B02A A Amino acids,TRANEXAMIC ACID,277361.57,275953.29000000004,0.6147020315598675,0.5726285357046716
B02A B Proteinase inhibitors,APROTININUM,37736.600000000006,36417.15,0.9739169340556896,0.9936591252536706
B02A B Proteinase inhibitors,GABEXATUM,240.81,975.31,0.0260830659443107,0.0063408747463294625
B02B A Vitamin K,MENADIONI NATRII BISULFIS,55854.58000000001,43986.520000000004,0.7739320335736073,0.8066190773958667
B02B A Vitamin K,PHYTOMENADIONUM,13390.719999999998,12848.6,0.22606796642639265,0.19338092260413337
B02B B Fibrinogen,UNKNOWN_SKU_662790,0.0,0.19,1.0,nan
B02B C Local hemostatics,UNKNOWN_SKU_31041,4.79,4.0600000000000005,0.3589743589743589,0.002913129150752913
B02B C Local hemostatics,UNKNOWN_SKU_5438,2.86,0.0,0.0,0.0017393631255017393
B02B C Local hemostatics,UNKNOWN_SKU_6108,1635.9099999999999,6.63,0.586206896551724,0.9949096260977448
B02B C Local hemostatics,UNKNOWN_SKU_72874,0.72,0.62,0.054818744473916874,0.0004378816260004379
B02B D Blood coagulation factors,EPTACOGUM ALFA (ACTIVATUM),0.0,0.0,0.0,0.0
B02B D Blood coagulation factors,FACTOR COAGULATIONIS VIII*,0.71,0.0,0.0,0.01731285052426237
B02B D Blood coagulation factors,FACTOR COAGULATIONIS VIII*+WILLEBRAND FACTOR*,0.0,0.0,0.0,0.0
B02B D Blood coagulation factors,NONACOGUM ALFA,0.0,0.0,0.0,0.0
B02B D Blood coagulation factors,OCTOCOGUM ALFA,0.0,0.0,0.0,0.0
B02B D Blood coagulation factors,SIMOCTOCOG ALFA,0.0,0.0,0.0,0.0
B02B D Blood coagulation factors,UNKNOWN_SKU_147057,40.3,58.62,1.0,0.9826871494757374
B02B X Other systemic hemostatics,ACHILLEA MILLEFOLIUM*&,80891.56,89325.4,0.171463354524567,0.14966531233488148
B02B X Other systemic hemostatics,ELTROMBOPAG,4706.63,4491.25,0.008621117744879525,0.008708192164852838
B02B X Other systemic hemostatics,ETAMSYLATUM,165219.83,134698.85,0.2585593422654864,0.30568921480641514
B02B X Other systemic hemostatics,POLYGONUM HYDROPIPER*&,174895.48000000004,175409.68999999994,0.33670528050828086,0.32359107229677636
B02B X Other systemic hemostatics,UNKNOWN_SKU_406440,0.0,29.630000000000003,5.6875862795609324e-05,0.0
B02B X Other systemic hemostatics,URTICA DIOICA*&,114769.51999999999,117004.31000000001,0.22459402909399057,0.21234620839707413
"B03A A Iron bivalent, oral preparations",FERRI SULFAS*,121442.20000000001,126773.56000000001,0.6078580407238587,0.7313723106038091
"B03A A Iron bivalent, oral preparations",FERROUS FUMARATE*,44604.83,81784.28,0.3921419592761413,0.26862768939619097
"B03A B Iron trivalent, oral preparations",FERRI (III) HYDROXYDI POLYMALTOSUM COMPLEXUS*,167107.96000000002,252980.53,0.8963906656368836,0.8745026078142061
"B03A B Iron trivalent, oral preparations",FERRI SACCHARAS*,11314.0,15878.22,0.05626159528928522,0.0592079665433647
"B03A B Iron trivalent, oral preparations",IRON COMPLEX DEXTRAN*,12667.19,13362.54,0.04734773907383103,0.06628942564242919
"B03A C Iron, parenteral preparations",FERRI (III) HYDROXYDI POLYMALTOSUM COMPLEXUS*,2771.5,15506.079999999998,0.11067533231157008,0.023228658675080557
"B03A C Iron, parenteral preparations",FERRI SACCHARAS*,63196.270000000004,64566.17999999999,0.46084396750104795,0.5296642920325575
"B03A C Iron, parenteral preparations",FERRICUM CARBOXYMALTOSUM,3851.7000000000003,11817.369999999999,0.08434700142129918,0.032282094396106
"B03A C Iron, parenteral preparations",IRON COMPLEX DEXTRAN*,49494.35,48214.579999999994,0.34413369876608274,0.4148249548962559
B03A D Iron in combination with folic acid,ACIDUM FOLICUM+FERRI (III) HYDROXYDI POLYMALTOSUM COMPLEXUS*,34418.77,67826.0,0.3762139550605536,0.19322754243228052
B03A D Iron in combination with folic acid,ACIDUM FOLICUM+FERRI SULFAS*,143706.82,112459.70999999999,0.6237860449394463,0.8067724575677196
B03A E Iron in other combinations,AMMONIUM FERRIC CITRATE+CYANOCOBALAMINUM+FOLIC ACID,18892.780000000002,30606.489999999998,0.050090312011855986,0.0445553917722239
B03A E Iron in other combinations,COPPER GLUCONATE*+FERRI GLUCONAS*+MANGANESE GLUCONATE*,70560.66999999998,83529.92,0.13670433150372258,0.16640527733666538
B03A E Iron in other combinations,FERRI SULFAS*+SERINUM,17443.18,482.65999999999997,0.0007899171056740714,0.04113675799185829
B03A E Iron in other combinations,VITAMIN C+FERRI SULFAS*,317132.41000000003,496407.07000000007,0.8124154393787475,0.7479025728992524
B03B A Vitamin B12 (cyanocobalamin and analogues),CYANOCOBALAMINUM,469476.80000000005,524056.94,0.8415371723427963,0.8518417110979867
B03B A Vitamin B12 (cyanocobalamin and analogues),MECOBALAMINUM,81654.7,98680.78000000001,0.15846282765720376,0.1481582889020134
B03B B Folic acid and derivates,FOLIC ACID,497128.68000000005,576503.7699999999,1.0,1.0
B03X A Other antianemic preparations,DARBEPOETIN ALFA,329.85999999999996,560.78,0.029592658985739817,0.023362132890633682
B03X A Other antianemic preparations,EPOETINUM ALFA,8190.91,12973.73,0.6846306352991587,0.5801161944922706
B03X A Other antianemic preparations,EPOETINUM BETA,3698.0700000000006,3092.53,0.16319445360599516,0.2619135475015635
B03X A Other antianemic preparations,METOXYPOLYETHYLENGLYCOLUM-EPOETINUM BETA*,1900.59,2322.9300000000003,0.12258225210910625,0.13460812511553227
B05A A Plasma substitutes and plasma protein fractions,ALBUMINUM HUMANUM*,56222.37,66395.03,0.5151167435791982,0.46556438607423295
B05A A Plasma substitutes and plasma protein fractions,CALCII CHLORIDUM*+GELATINUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,2103.8999999999996,1472.0900000000001,0.011421008576327203,0.017421907185015118
B05A A Plasma substitutes and plasma protein fractions,CALCII CHLORIDUM*+HYDROXYETHYLAMYLUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*+XYLITOLUM*,4771.76,2658.05,0.020622116749863473,0.039513836127747407
B05A A Plasma substitutes and plasma protein fractions,CALCII CHLORIDUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII HYDROCARBONAS*+POVIDONUM,14671.12,18418.75,0.14289934835181725,0.1214881367651595
B05A A Plasma substitutes and plasma protein fractions,CERULOPLASMINUM*,0.0,0.0,0.0,0.0
B05A A Plasma substitutes and plasma protein fractions,DEXTRANUM+NATRII CHLORIDUM*,25150.350000000002,25217.960000000003,0.195650087588039,0.20826420617455446
B05A A Plasma substitutes and plasma protein fractions,GELATINUM*+KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII CHLORIDUM*+NATRII LACTAS*,212.32999999999998,113.79,0.0008828241248159232,0.0017582554078588624
B05A A Plasma substitutes and plasma protein fractions,GELATINUM*+NATRII CHLORIDUM*,1681.8500000000001,1223.6599999999999,0.009493598458320172,0.013927009173020432
B05A A Plasma substitutes and plasma protein fractions,HYDROXYETHYLAMYLUM*,12423.310000000001,8970.220000000001,0.06959422287464884,0.10287454429900197
B05A A Plasma substitutes and plasma protein fractions,HYDROXYETHYLAMYLUM*+NATRII CHLORIDUM*,1987.8999999999999,1209.82,0.009386222714516215,0.01646133813065809
B05A A Plasma substitutes and plasma protein fractions,UNKNOWN_SKU_127632,0.0,0.0,0.0,0.0
B05A A Plasma substitutes and plasma protein fractions,UNKNOWN_SKU_127638,96.47,129.54000000000002,0.0010050183419338667,0.0007988456609812296
B05A A Plasma substitutes and plasma protein fractions,UNKNOWN_SKU_127641,0.05,0.4,3.103345196646184e-06,4.140383854987196e-07
B05A A Plasma substitutes and plasma protein fractions,UNKNOWN_SKU_174360,1438.6299999999999,3053.62,0.0236910923984568,0.011912960850600458
B05A A Plasma substitutes and plasma protein fractions,UNKNOWN_SKU_378920,0.41000000000000003,19.84,0.00015392592175365072,3.395114761089501e-06
B05A A Plasma substitutes and plasma protein fractions,UNKNOWN_SKU_554599,0.61,0.0,0.0,5.051268303084379e-06
B05A A Plasma substitutes and plasma protein fractions,UNKNOWN_SKU_554601,0.0,0.0,0.0,0.0
B05A A Plasma substitutes and plasma protein fractions,UNKNOWN_SKU_554602,0.69,10.4,8.068697511280079e-05,5.71372971988233e-06
B05B A Solutions for parenteral nutritions,DEXTROSUM*,1152940.76,1019822.2000000001,0.9843733504950463,0.9835234215830353
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_10705,362.8,493.93000000000006,0.0004767610756169245,0.0003094888390885974
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_149102,0.0,0.0,0.0,0.0
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_149110,0.0,0.0,0.0,0.0
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_149111,0.0,0.0,0.0,0.0
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_149112,0.0,0.0,0.0,0.0
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_150781,959.1999999999999,837.6,0.0008084851637615368,0.0008182516385164901
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_150788,0.0,0.0,0.0,0.0
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_150789,181.67999999999998,331.61,0.0003200832917322866,0.00015498327531867796
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_153289,853.21,1874.5000000000002,0.0018093426927781769,0.0007278361973505573
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_161655,18.130000000000003,5.06,4.884115244309188e-06,1.546591139105918e-05
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_163831,4.950000000000001,16.92,1.6331863623263137e-05,4.222628868491062e-06
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_19497,0.0,0.0,0.0,0.0
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_19499,48.7,0.0,0.0,4.15438436152555e-05
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_19500,0.8,0.0,0.0,6.82445069655121e-07
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_19911,247.01999999999998,350.47999999999996,0.0003382973736809257,0.00021072197638276
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_230221,769.26,1015.83,0.0009805199187009096,0.000656222117853623
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_273644,325.12,691.99,0.0006679365430651216,0.0002773456763078412
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_330988,105.78,842.93,0.000813629893850898,9.023629933514838e-05
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_331003,32.56,42.11,4.064626342645453e-05,2.7775514334963428e-05
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_331735,70.06,2.84,2.7412820738810464e-06,5.9765126975047225e-05
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_331737,57.739999999999995,6.92,6.679461954667902e-06,4.9255472902358354e-05
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_33374,2048.39,261.47,0.00025238134642875963,0.0017473920702885666
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_38120,0.0,0.0,0.0,0.0
B05B A Solutions for parenteral nutritions,UNKNOWN_SKU_38270,2826.92,705.5400000000001,0.0006810155473260682,0.0024115220203868187
